
116
111
114
82
83
119
118
115
114
112
109
98
119
114
110
115
108
116
107
116
111
84
115
115
116
108
82
113
115
112
114
82
113
118
112
109
117
110
95
115
83
113
104
84
115
109
113
116
116
82
